textid	text	pair	relation	symmetry	label
309214	caterina (first name) possibly the same as kajsa	kajsa possibly the same as caterina (first name)	possibly the same as	symmetric	entailment
280605	daksinavat is a sibling of bhaktrabimalabarna	bhaktrabimalabarna is a sibling of daksinavat	is a sibling of	symmetric	entailment
281703	catherine of brunswick and lunenburg (1518-1574) is a sibling of clara of brunswick-wolfenbuttel	clara of brunswick-wolfenbuttel is a sibling of catherine of brunswick and lunenburg (1518-1574)	is a sibling of	symmetric	entailment
97989	david i of kakheti is a sibling of constantine i of kakheti	constantine i of kakheti is a sibling of david i of kakheti	is a sibling of	symmetric	entailment
175016	cryptothele (spider) is different from cryptothele (fungus)	cryptothele (fungus) is different from cryptothele (spider)	is different from	symmetric	entailment
91967	maria of castile and aragon is a sibling of juan, prince of asturias	juan, prince of asturias is a sibling of maria of castile and aragon	is a sibling of	symmetric	entailment
297858	margaret of cyprus is a sibling of amalric of lusignan	amalric of lusignan is a sibling of margaret of cyprus	is a sibling of	symmetric	entailment
155305	maurice, prince of orange is a sibling of emilia of nassau	emilia of nassau is a sibling of maurice, prince of orange	is a sibling of	symmetric	entailment
190139	catherine ingesdotter of sweden is a sibling of christina ingesdotter of sweden	christina ingesdotter of sweden is a sibling of catherine ingesdotter of sweden	is a sibling of	symmetric	entailment
129661	kristofer sinding-larsen is a sibling of holger sinding-larsen	holger sinding-larsen is a sibling of kristofer sinding-larsen	is a sibling of	symmetric	entailment
256248	james vii of scots is a sibling of cha. 2	cha. 2 is a sibling of james vii of scots	is a sibling of	symmetric	entailment
158508	birthing center is different from maternity hospital	maternity hospital is different from birthing center	is different from	symmetric	entailment
66503	anna radziwiłłowa is a sibling of friedrich kettler	friedrich kettler is a sibling of anna radziwiłłowa	is a sibling of	symmetric	entailment
276856	francis i of tuscany is a sibling of giovanni de' medici (1567–1621)	giovanni de' medici (1567–1621) is a sibling of francis i of tuscany	is a sibling of	symmetric	entailment
277659	andrzej stanislaw kostka zaluski is a sibling of józef andrzej załuski	józef andrzej załuski is a sibling of andrzej stanislaw kostka zaluski	is a sibling of	symmetric	entailment
310028	ghost is a sibling of claudius of denmark	claudius of denmark is a sibling of ghost	is a sibling of	symmetric	entailment
187860	william of brandenburg is a sibling of georg of brandenburg-ansbach-kulmbach	georg of brandenburg-ansbach-kulmbach is a sibling of william of brandenburg	is a sibling of	symmetric	entailment
508	conrad i of nuremberg is a sibling of friedrich iv, count of zollern	friedrich iv, count of zollern is a sibling of conrad i of nuremberg	is a sibling of	symmetric	entailment
41732	rock me (melanie c song) is different from rock me (riva song)	rock me (riva song) is different from rock me (melanie c song)	is different from	symmetric	entailment
147687	charles chaplin jr. is a sibling of josephine hannah chaplin	josephine hannah chaplin is a sibling of charles chaplin jr	is a sibling of	symmetric	entailment
230127	lord edward seymour (died 1593) is a sibling of lady margaret seymour	lady margaret seymour is a sibling of lord edward seymour (died 1593)	is a sibling of	symmetric	entailment
47400	lady of the shield-arm is a sibling of éomund	éomund is a sibling of lady of the shield-arm	is a sibling of	symmetric	entailment
276266	emanuele filiberto is a sibling of vittorio emanuele, count of turin	vittorio emanuele, count of turin is a sibling of emanuele filiberto	is a sibling of	symmetric	entailment
67307	anders eriksson (ice hockey b. 1975) is different from anders eriksson (footballer)	anders eriksson (footballer) is different from anders eriksson (ice hockey b. 1975)	is different from	symmetric	entailment
119671	ti. gracchus is a sibling of sempronia (sister of the gracchi)	sempronia (sister of the gracchi) is a sibling of ti. gracchus	is a sibling of	symmetric	entailment
71169	cavo (river) is different from cavo	cavo is different from cavo (river)	is different from	symmetric	entailment
20467	cao pi is a sibling of cao mao (prince of laoling)	cao mao (prince of laoling) is a sibling of cao pi	is a sibling of	symmetric	entailment
125172	leopold friedrich eduard karl alexander is a sibling of prince aribert of anhalt	prince aribert of anhalt is a sibling of leopold friedrich eduard karl alexander	is a sibling of	symmetric	entailment
140953	angelique (given name) possibly the same as aingeal	aingeal possibly the same as angelique (given name)	possibly the same as	symmetric	entailment
233952	iullus antonius is a sibling of ptolemy philadelphus (cleopatra)	ptolemy philadelphus (cleopatra) is a sibling of iullus antonius	is a sibling of	symmetric	entailment
192383	ilah possibly the same as male god	male god possibly the same as ilah	possibly the same as	symmetric	entailment
171917	chekhova, maria is a sibling of alexander chekhov	alexander chekhov is a sibling of chekhova, maria	is a sibling of	symmetric	entailment
16138	william henry, duke of gloucester is a sibling of princess augusta charlotte, duchess of brunswick-wolfenbüttell	princess augusta charlotte, duchess of brunswick-wolfenbüttell is a sibling of william henry, duke of gloucester	is a sibling of	symmetric	entailment
296036	coprophages partially overlaps with stool transplants	stool transplants partially overlaps with coprophages	partially overlaps with	symmetric	entailment
254725	cao shuo (cao cao's son) is a sibling of cao mao (prince of laoling)	cao mao (prince of laoling) is a sibling of cao shuo (cao cao's son)	is a sibling of	symmetric	entailment
20401	dorothy sidney, countess of leicester is a sibling of lucy, countess of carlisle	lucy, countess of carlisle is a sibling of dorothy sidney, countess of leicester	is a sibling of	symmetric	entailment
278527	king václav iv is a sibling of jan of zhořelec	jan of zhořelec is a sibling of king václav iv	is a sibling of	symmetric	entailment
120962	kevin rankin (basketball) is different from kevin rankin (actor)	kevin rankin (actor) is different from kevin rankin (basketball)	is different from	symmetric	entailment
94435	leopold i (anhalt-dessau) is a sibling of princess elisabeth albertine of anhalt-dessau	princess elisabeth albertine of anhalt-dessau is a sibling of leopold i (anhalt-dessau)	is a sibling of	symmetric	entailment
128142	keouakeahohiwa is a sibling of naihe	naihe is a sibling of keouakeahohiwa	is a sibling of	symmetric	entailment
130232	alvira khan is a sibling of sohail khan	sohail khan is a sibling of alvira khan	is a sibling of	symmetric	entailment
301550	henry ii. the quarrelsome is a sibling of gerberga ii, abbess of gandersheim	gerberga ii, abbess of gandersheim is a sibling of henry ii. the quarrelsome	is a sibling of	symmetric	entailment
103823	andrin (family name) possibly the same as henry family name	henry family name possibly the same as andrin (family name)	possibly the same as	symmetric	entailment
280575	tsarevna feodosia alexeevna of russia is a sibling of simeon alexeyevich	simeon alexeyevich is a sibling of tsarevna feodosia alexeevna of russia	is a sibling of	symmetric	entailment
122391	isabel douglas, 11th countess of mar is a sibling of james douglas, 2nd earl of douglas and mar	james douglas, 2nd earl of douglas and mar is a sibling of isabel douglas, 11th countess of mar	is a sibling of	symmetric	entailment
278169	john macbride (royal navy officer) is a sibling of david macbride	david macbride is a sibling of john macbride (royal navy officer)	is a sibling of	symmetric	entailment
267702	hērǭdēs antipatros is a sibling of salome bint herod i	salome bint herod i is a sibling of hērǭdēs antipatros	is a sibling of	symmetric	entailment
274836	rukn al-daula is a sibling of ahmad ibn buya	ahmad ibn buya is a sibling of rukn al-daula	is a sibling of	symmetric	entailment
274544	denys finch hatton is a sibling of guy montagu george finch-hatton	guy montagu george finch-hatton is a sibling of denys finch hatton	is a sibling of	symmetric	entailment
92969	edgar percival chance is a sibling of kenneth macomb chance	kenneth macomb chance is a sibling of edgar percival chance	is a sibling of	symmetric	entailment
47747	kuczbork-osada is different from kuczbork-osada commune	kuczbork-osada commune is different from kuczbork-osada	is different from	symmetric	entailment
285797	przemyslaus i noszak, duke of teschen is a sibling of władysław of cieszyn (d. 1355)	władysław of cieszyn (d. 1355) is a sibling of przemyslaus i noszak, duke of teschen	is a sibling of	symmetric	entailment
185172	adolphus of great britain is a sibling of king william iv	king william iv is a sibling of adolphus of great britain	is a sibling of	symmetric	entailment
175023	suzette (first name) possibly the same as suzie (film)	suzie (film) possibly the same as suzette (first name)	possibly the same as	symmetric	entailment
253553	patricia abravanel is a sibling of silvia abravanel	silvia abravanel is a sibling of patricia abravanel	is a sibling of	symmetric	entailment
18061	fabré possibly the same as lafave	lafave possibly the same as fabré	possibly the same as	symmetric	entailment
52762	elene, daughter of heraclius ii of georgia is a sibling of yulon of georgia	yulon of georgia is a sibling of elene, daughter of heraclius ii of georgia	is a sibling of	symmetric	entailment
27541	yanruzi is a sibling of prince yangsheng	prince yangsheng is a sibling of yanruzi	is a sibling of	symmetric	entailment
224154	melisende, queen of jerusalem is a sibling of hodierna of jerusalem	hodierna of jerusalem is a sibling of melisende, queen of jerusalem	is a sibling of	symmetric	entailment
19155	elisabeth of valois is a sibling of louis of valois	louis of valois is a sibling of elisabeth of valois	is a sibling of	symmetric	entailment
64153	sigurd i is a sibling of tora magnusdatter	tora magnusdatter is a sibling of sigurd i	is a sibling of	symmetric	entailment
52361	dorothea of saxony is a sibling of anna of saxony (1567-1613)	anna of saxony (1567-1613) is a sibling of dorothea of saxony	is a sibling of	symmetric	entailment
273786	ladek-zdrój is different from gmina ladek-zdroj	gmina ladek-zdroj is different from ladek-zdrój	is different from	symmetric	entailment
270562	ferdinand iii, grand duke of tuscany is a sibling of archduke josef anton of austria	archduke josef anton of austria is a sibling of ferdinand iii, grand duke of tuscany	is a sibling of	symmetric	entailment
215285	attica periphery is different from attiki	attiki is different from attica periphery	is different from	symmetric	entailment
159352	bismai bimalasataya is a sibling of charoensri chanamayu	charoensri chanamayu is a sibling of bismai bimalasataya	is a sibling of	symmetric	entailment
128866	clement delves hill is a sibling of sir robert chambre hill	sir robert chambre hill is a sibling of clement delves hill	is a sibling of	symmetric	entailment
6766	louise marie adelaide de bourbon-penthievre, duchess of orleans is a sibling of jean marie, duke of châteauvillain	jean marie, duke of châteauvillain is a sibling of louise marie adelaide de bourbon-penthievre, duchess of orleans	is a sibling of	symmetric	entailment
51533	theodolinde de beauharnais is a sibling of maximilian, duke of leuchtenberg	maximilian, duke of leuchtenberg is a sibling of theodolinde de beauharnais	is a sibling of	symmetric	entailment
302523	maria caterina farnese of parma is a sibling of francesco maria farnese	francesco maria farnese is a sibling of maria caterina farnese of parma	is a sibling of	symmetric	entailment
142555	malcolm healey is a sibling of eddie healey	eddie healey is a sibling of malcolm healey	is a sibling of	symmetric	entailment
10295	philip russell goodwin is different from philip a. goodwin	philip a. goodwin is different from philip russell goodwin	is different from	symmetric	entailment
301901	robert bruce dickson is a sibling of james jameson dickson	james jameson dickson is a sibling of robert bruce dickson	is a sibling of	symmetric	entailment
255751	albert salomon anselm freiherr von rothschild is a sibling of mathilde hannah von rothschild	mathilde hannah von rothschild is a sibling of albert salomon anselm freiherr von rothschild	is a sibling of	symmetric	entailment
110954	bridget of york is a sibling of margaret of york (1472)	margaret of york (1472) is a sibling of bridget of york	is a sibling of	symmetric	entailment
147267	antoine of brabant is a sibling of jean sans peur	jean sans peur is a sibling of antoine of brabant	is a sibling of	symmetric	entailment
23518	johan (first name) possibly the same as ioannis (name)	ioannis (name) possibly the same as johan (first name)	possibly the same as	symmetric	entailment
243728	clara tschudi is a sibling of anton tschudi	anton tschudi is a sibling of clara tschudi	is a sibling of	symmetric	entailment
10225	meisters von meßkirch possibly the same as joseph weiß	joseph weiß possibly the same as meisters von meßkirch	possibly the same as	symmetric	entailment
125855	otto v, margrave of brandenburg-salzwedel is a sibling of john iii, margrave of brandenburg-salzwedel	john iii, margrave of brandenburg-salzwedel is a sibling of otto v, margrave of brandenburg-salzwedel	is a sibling of	symmetric	entailment
222528	bernhard vi is a sibling of otto iv, prince of anhalt-bernburg	otto iv, prince of anhalt-bernburg is a sibling of bernhard vi	is a sibling of	symmetric	entailment
198595	sergio valdes (footballer) is different from sergio valdés	sergio valdés is different from sergio valdes (footballer)	is different from	symmetric	entailment
5746	henry frederick of the palatinate is a sibling of sophia, duchess of brunswick-lüneburg	sophia, duchess of brunswick-lüneburg is a sibling of henry frederick of the palatinate	is a sibling of	symmetric	entailment
137699	ernest, margrave of baden-durlach is a sibling of beatrix of baden	beatrix of baden is a sibling of ernest, margrave of baden-durlach	is a sibling of	symmetric	entailment
67110	hedwig eleonora of holstein-gottorp is a sibling of christian albert, duke of schleswig-holstein-gottorp	christian albert, duke of schleswig-holstein-gottorp is a sibling of hedwig eleonora of holstein-gottorp	is a sibling of	symmetric	entailment
269816	horace darwin is a sibling of william erasmus darwin	william erasmus darwin is a sibling of horace darwin	is a sibling of	symmetric	entailment
185424	mikołaj krzysztof sierotka radziwiłł is a sibling of jerzy radziwill (bishop)	jerzy radziwill (bishop) is a sibling of mikołaj krzysztof sierotka radziwiłł	is a sibling of	symmetric	entailment
115556	isabelle of bourbon is a sibling of catherine de bourbon (1440-1469)	catherine de bourbon (1440-1469) is a sibling of isabelle of bourbon	is a sibling of	symmetric	entailment
119312	duinencross koksijde is different from vlaamse druivenveldrit overijse	vlaamse druivenveldrit overijse is different from duinencross koksijde	is different from	symmetric	entailment
21819	margaret laurence hay is a sibling of hamish hay	hamish hay is a sibling of margaret laurence hay	is a sibling of	symmetric	entailment
287613	julie (given name) possibly the same as giuliana (given name)	giuliana (given name) possibly the same as julie (given name)	possibly the same as	symmetric	entailment
170660	krasnobrod is different from krasnobród commune	krasnobród commune is different from krasnobrod	is different from	symmetric	entailment
200967	rhiryd ap bleddyn is a sibling of iorwerth ap bleddyn	iorwerth ap bleddyn is a sibling of rhiryd ap bleddyn	is a sibling of	symmetric	entailment
158414	leonard sadi carnot is a sibling of lazare hippolyte carnot	lazare hippolyte carnot is a sibling of leonard sadi carnot	is a sibling of	symmetric	entailment
32275	rob cleary is a sibling of william cleary	william cleary is a sibling of rob cleary	is a sibling of	symmetric	entailment
252911	louis marie joseph, comte de caffarelli du falga is a sibling of charles ambroise de caffarelli du falga	charles ambroise de caffarelli du falga is a sibling of louis marie joseph, comte de caffarelli du falga	is a sibling of	symmetric	entailment
212562	peabody, endicott is a sibling of marietta tree	marietta tree is a sibling of peabody, endicott	is a sibling of	symmetric	entailment
181716	tabiry is different from tabira, pernambuco	tabira, pernambuco is different from tabiry	is different from	symmetric	entailment
148057	yangdong district is different from yangdong village of wolseong	yangdong village of wolseong is different from yangdong district	is different from	symmetric	entailment
128161	liutperga is a sibling of desiderata, queen of the franks	desiderata, queen of the franks is a sibling of liutperga	is a sibling of	symmetric	entailment
172354	ialmenos is a sibling of ascalaphus (son of ares)	ascalaphus (son of ares) is a sibling of ialmenos	is a sibling of	symmetric	entailment
278388	joan stewart, countess of morton is a sibling of mary stewart, countess of buchan	mary stewart, countess of buchan is a sibling of joan stewart, countess of morton	is a sibling of	symmetric	entailment
181646	ingeborg birgersdotter of småland is a sibling of catherine birgersdotter of bjelbo	catherine birgersdotter of bjelbo is a sibling of ingeborg birgersdotter of småland	is a sibling of	symmetric	entailment
233863	ann brandon is a sibling of mary brandon, baroness mounteagle	mary brandon, baroness mounteagle is a sibling of ann brandon	is a sibling of	symmetric	entailment
304214	ninurta-tukulti-ashur is a sibling of mutakkil-nusku	mutakkil-nusku is a sibling of ninurta-tukulti-ashur	is a sibling of	symmetric	entailment
117878	"joseph p. kennedy jr. is a sibling of edward moore ""ted"" kennedy"	"edward moore ""ted"" kennedy is a sibling of joseph p. kennedy jr"	is a sibling of	symmetric	entailment
142140	manfred of sicily is a sibling of king of sicily conrad i	king of sicily conrad i is a sibling of manfred of sicily	is a sibling of	symmetric	entailment
182511	abd al-rahman bin abdul aziz is a sibling of salman bin abdul-aziz al-saud	salman bin abdul-aziz al-saud is a sibling of abd al-rahman bin abdul aziz	is a sibling of	symmetric	entailment
146215	greek romance is different from byzantine novels	byzantine novels is different from greek romance	is different from	symmetric	entailment
91671	robert neville (bishop) is a sibling of richard neville, jure uxoris 5th earl of salisbury	richard neville, jure uxoris 5th earl of salisbury is a sibling of robert neville (bishop)	is a sibling of	symmetric	entailment
260164	favell lee mortimer is a sibling of robert cooper lee bevan	robert cooper lee bevan is a sibling of favell lee mortimer	is a sibling of	symmetric	entailment
14762	steve nash foundation is a sibling of martin nash (soccer)	martin nash (soccer) is a sibling of steve nash foundation	is a sibling of	symmetric	entailment
40428	pelmeņi possibly the same as potato dumpling	potato dumpling possibly the same as pelmeņi	possibly the same as	symmetric	entailment
144678	hedwig of brandenburg, duchess of brunswick-wolfenbüttel is a sibling of barbara of brandenburg, duchess of brieg	barbara of brandenburg, duchess of brieg is a sibling of hedwig of brandenburg, duchess of brunswick-wolfenbüttel	is a sibling of	symmetric	entailment
264139	eudoxiu hurmuzaki is a sibling of alexandru hurmuzachi	alexandru hurmuzachi is a sibling of eudoxiu hurmuzaki	is a sibling of	symmetric	entailment
304834	craig wilson (water polo) is different from craig wilson (curler)	craig wilson (curler) is different from craig wilson (water polo)	is different from	symmetric	entailment
40757	hans scholl is a sibling of sophia magdalena scholl	sophia magdalena scholl is a sibling of hans scholl	is a sibling of	symmetric	entailment
214125	tran nghe tong is a sibling of trần dụ tông	trần dụ tông is a sibling of tran nghe tong	is a sibling of	symmetric	entailment
146919	friedrich wilhelm hohenzollern is a sibling of prince oskar of prussia	prince oskar of prussia is a sibling of friedrich wilhelm hohenzollern	is a sibling of	symmetric	entailment
289537	chocen commune is different from choceń	choceń is different from chocen commune	is different from	symmetric	entailment
231364	maria sofia de la gardie is a sibling of axel julius de la gardie	axel julius de la gardie is a sibling of maria sofia de la gardie	is a sibling of	symmetric	entailment
264044	louisa jane hamilton, 1st duchess of abercorn is a sibling of francis russell, 7th duke of bedford	francis russell, 7th duke of bedford is a sibling of louisa jane hamilton, 1st duchess of abercorn	is a sibling of	symmetric	entailment
49775	ernest iii, duke of saxe-coburg-saalfeld is a sibling of princess juliane of saxe-coburg-saalfeld	princess juliane of saxe-coburg-saalfeld is a sibling of ernest iii, duke of saxe-coburg-saalfeld	is a sibling of	symmetric	entailment
254465	grand duke paul alexandrovich is a sibling of yekaterina aleksandrovna yuryevskaya	yekaterina aleksandrovna yuryevskaya is a sibling of grand duke paul alexandrovich	is a sibling of	symmetric	entailment
257913	khaled bin abdullah is a sibling of adila bint abdulla al saud	adila bint abdulla al saud is a sibling of khaled bin abdullah	is a sibling of	symmetric	entailment
31450	re enzo is a sibling of manfred of sicily	manfred of sicily is a sibling of re enzo	is a sibling of	symmetric	entailment
37704	ameerul mu'mineen is a sibling of aqil ibn abi talib	aqil ibn abi talib is a sibling of ameerul mu'mineen	is a sibling of	symmetric	entailment
57627	christen degn brøndum is a sibling of anna brøndum	anna brøndum is a sibling of christen degn brøndum	is a sibling of	symmetric	entailment
6342	princess augusta of württemberg is a sibling of charles of wurttemberg	charles of wurttemberg is a sibling of princess augusta of württemberg	is a sibling of	symmetric	entailment
123540	neil plantinga is a sibling of leon b. plantinga	leon b. plantinga is a sibling of neil plantinga	is a sibling of	symmetric	entailment
190394	cao ang is a sibling of cao yu (three kingdoms)	cao yu (three kingdoms) is a sibling of cao ang	is a sibling of	symmetric	entailment
158110	christian, prince of nassau-dillenburg is a sibling of william ii, prince of nassau-dillenburg	william ii, prince of nassau-dillenburg is a sibling of christian, prince of nassau-dillenburg	is a sibling of	symmetric	entailment
271827	skawina is different from gmina skawina	gmina skawina is different from skawina	is different from	symmetric	entailment
168882	john, duke of durazzo is a sibling of raymond berengar of andria	raymond berengar of andria is a sibling of john, duke of durazzo	is a sibling of	symmetric	entailment
7061	frederick iv, duke of brunswick-lüneburg is a sibling of margaret of brunswick-lüneburg	margaret of brunswick-lüneburg is a sibling of frederick iv, duke of brunswick-lüneburg	is a sibling of	symmetric	entailment
162122	james iv king of scots is a sibling of john stewart, earl of mar (d. 1503)	john stewart, earl of mar (d. 1503) is a sibling of james iv king of scots	is a sibling of	symmetric	entailment
111301	hermodr is a sibling of balderus	balderus is a sibling of hermodr	is a sibling of	symmetric	entailment
3709	bolko ii ziębicki is a sibling of casimir of koźle	casimir of koźle is a sibling of bolko ii ziębicki	is a sibling of	symmetric	entailment
216327	prince ferdinand of portugal is a sibling of infante augusto, duke of coimbra	infante augusto, duke of coimbra is a sibling of prince ferdinand of portugal	is a sibling of	symmetric	entailment
144693	nerft is different from nereta municipality	nereta municipality is different from nerft	is different from	symmetric	entailment
79938	ilowa commune is different from ilowa	ilowa is different from ilowa commune	is different from	symmetric	entailment
128388	édith bongo is a sibling of denis christel sassou nguesso	denis christel sassou nguesso is a sibling of édith bongo	is a sibling of	symmetric	entailment
119730	vudhijaya chalermlabha is a sibling of prince yugala dighambara, the prince of lopburi	prince yugala dighambara, the prince of lopburi is a sibling of vudhijaya chalermlabha	is a sibling of	symmetric	entailment
257243	susanna cole is a sibling of edward hutchinson (captain)	edward hutchinson (captain) is a sibling of susanna cole	is a sibling of	symmetric	entailment
199149	faisal bin abdul-aziz al saud is a sibling of nasser bin abdulaziz	nasser bin abdulaziz is a sibling of faisal bin abdul-aziz al saud	is a sibling of	symmetric	entailment
56900	grand duchess anastasia nikolaevna of russia (1868-1935) is a sibling of alexei nikolaevich, tsarevich of russia	alexei nikolaevich, tsarevich of russia is a sibling of grand duchess anastasia nikolaevna of russia (1868-1935)	is a sibling of	symmetric	entailment
143168	natalya (first name) possibly the same as natalee (first name)	natalee (first name) possibly the same as natalya (first name)	possibly the same as	symmetric	entailment
68372	mihael possibly the same as mihály (first name)	mihály (first name) possibly the same as mihael	possibly the same as	symmetric	entailment
241721	boleslaus the brave is a sibling of mieszko mieszkowic	mieszko mieszkowic is a sibling of boleslaus the brave	is a sibling of	symmetric	entailment
42101	nicholas henri, duke of orléans is a sibling of princess christine marie of france	princess christine marie of france is a sibling of nicholas henri, duke of orléans	is a sibling of	symmetric	entailment
104924	margaret hunt hill is a sibling of william herbert hunt	william herbert hunt is a sibling of margaret hunt hill	is a sibling of	symmetric	entailment
132526	siemowit ii of masovia is a sibling of trojden i of masovia	trojden i of masovia is a sibling of siemowit ii of masovia	is a sibling of	symmetric	entailment
275774	sigrid brahe is a sibling of gustaf brahe	gustaf brahe is a sibling of sigrid brahe	is a sibling of	symmetric	entailment
154622	magic garden is different from carpet man	carpet man is different from magic garden	is different from	symmetric	entailment
303066	mohsin ibn ali is a sibling of muhammad ibn al-hanafiyya	muhammad ibn al-hanafiyya is a sibling of mohsin ibn ali	is a sibling of	symmetric	entailment
236220	sir robert and lady lisa sainsbury is a sibling of alan sainsbury, baron sainsbury of drury lane	alan sainsbury, baron sainsbury of drury lane is a sibling of sir robert and lady lisa sainsbury	is a sibling of	symmetric	entailment
169855	temülen is a sibling of belgutei	belgutei is a sibling of temülen	is a sibling of	symmetric	entailment
278675	moatassem kadhafi is a sibling of saadi qaddafi	saadi qaddafi is a sibling of moatassem kadhafi	is a sibling of	symmetric	entailment
282253	charles de lorraine (1567–1607) is a sibling of antonia of lorraine	antonia of lorraine is a sibling of charles de lorraine (1567–1607)	is a sibling of	symmetric	entailment
130292	lady eleanor brandon is a sibling of henry brandon, 2nd duke of suffolk	henry brandon, 2nd duke of suffolk is a sibling of lady eleanor brandon	is a sibling of	symmetric	entailment
43418	harry (given name) possibly the same as enrico (given name)	enrico (given name) possibly the same as harry (given name)	possibly the same as	symmetric	entailment
235853	lady harriet godolphin is a sibling of mary osborne, duchess of leeds	mary osborne, duchess of leeds is a sibling of lady harriet godolphin	is a sibling of	symmetric	entailment
85479	sophie-philippine of france is a sibling of charles de vintimille	charles de vintimille is a sibling of sophie-philippine of france	is a sibling of	symmetric	entailment
8876	giacomo (given name) possibly the same as séamus	séamus possibly the same as giacomo (given name)	possibly the same as	symmetric	entailment
257916	berry picking possibly the same as wildcrafter	wildcrafter possibly the same as berry picking	possibly the same as	symmetric	entailment
168977	charles bronfman is a sibling of phyllis barbara lambert, cc, goq, oal, fraic, frsc, rca	phyllis barbara lambert, cc, goq, oal, fraic, frsc, rca is a sibling of charles bronfman	is a sibling of	symmetric	entailment
248706	grand duchess maria nikolaevna is a sibling of olga nicolaievna romanova	olga nicolaievna romanova is a sibling of grand duchess maria nikolaevna	is a sibling of	symmetric	entailment
238650	bruun possibly the same as bruhn	bruhn possibly the same as bruun	possibly the same as	symmetric	entailment
286550	síle seoige is a sibling of grainne seoige	grainne seoige is a sibling of síle seoige	is a sibling of	symmetric	entailment
54754	a.schlag. is a sibling of emil schlagintweit	emil schlagintweit is a sibling of a.schlag	is a sibling of	symmetric	entailment
170965	abdul reza pahlavi is a sibling of hamid reza pahlavi	hamid reza pahlavi is a sibling of abdul reza pahlavi	is a sibling of	symmetric	entailment
230505	erik dellums is a sibling of piper dellums	piper dellums is a sibling of erik dellums	is a sibling of	symmetric	entailment
283993	world peace bell (quezon city) is different from museo ni manuel l. quezon	museo ni manuel l. quezon is different from world peace bell (quezon city)	is different from	symmetric	entailment
287349	josh morris (english footballer) is different from josh morris (rugby)	josh morris (rugby) is different from josh morris (english footballer)	is different from	symmetric	entailment
162664	cao lin (prince of pei) is a sibling of cao zishang	cao zishang is a sibling of cao lin (prince of pei)	is a sibling of	symmetric	entailment
206721	didone abbandonata (albinoni) is different from didone abbandonata	didone abbandonata is different from didone abbandonata (albinoni)	is different from	symmetric	entailment
145276	francoise madeleine d'orleans is a sibling of marguerite louise d'orléans/comments	marguerite louise d'orléans/comments is a sibling of francoise madeleine d'orleans	is a sibling of	symmetric	entailment
30487	marie bonaparte-wyse is a sibling of william charles bonaparte wyse	william charles bonaparte wyse is a sibling of marie bonaparte-wyse	is a sibling of	symmetric	entailment
249944	frederik iii of denmark is a sibling of christiane sehested	christiane sehested is a sibling of frederik iii of denmark	is a sibling of	symmetric	entailment
56063	infanta luisa of spain is a sibling of infanta amalia of spain	infanta amalia of spain is a sibling of infanta luisa of spain	is a sibling of	symmetric	entailment
140200	johann wilhelm, duke of saxe-jena is a sibling of princess charlotte marie of saxe-jena	princess charlotte marie of saxe-jena is a sibling of johann wilhelm, duke of saxe-jena	is a sibling of	symmetric	entailment
7039	marquess huan of cai is a sibling of marquess ai of cai	marquess ai of cai is a sibling of marquess huan of cai	is a sibling of	symmetric	entailment
145451	fuad i is a sibling of sultan hussein kamel	sultan hussein kamel is a sibling of fuad i	is a sibling of	symmetric	entailment
264370	badlay ibn sa'ad ad-din is a sibling of sabr ad-din ii	sabr ad-din ii is a sibling of badlay ibn sa'ad ad-din	is a sibling of	symmetric	entailment
200859	st waltheof is a sibling of simon de senlis, 4th earl of northampton	simon de senlis, 4th earl of northampton is a sibling of st waltheof	is a sibling of	symmetric	entailment
304161	eleni (given name) possibly the same as olena	olena possibly the same as eleni (given name)	possibly the same as	symmetric	entailment
113300	murong de is a sibling of murong jun	murong jun is a sibling of murong de	is a sibling of	symmetric	entailment
211653	nina boucicault is a sibling of dion boucicault jr	dion boucicault jr. is a sibling of nina boucicault	is a sibling of	symmetric	entailment
190703	eddie holland is a sibling of brian holland	brian holland is a sibling of eddie holland	is a sibling of	symmetric	entailment
8205	philipp iii, count of hanau-munzenberg is a sibling of jan vi	jan vi is a sibling of philipp iii, count of hanau-munzenberg	is a sibling of	symmetric	entailment
301212	antonio flores is a sibling of rosario flores	rosario flores is a sibling of antonio flores	is a sibling of	symmetric	entailment
119019	agnes buen garnås is a sibling of knut buen	knut buen is a sibling of agnes buen garnås	is a sibling of	symmetric	entailment
253967	mary frances benedicta of braganza is a sibling of infanta maria doroteia of portugal	infanta maria doroteia of portugal is a sibling of mary frances benedicta of braganza	is a sibling of	symmetric	entailment
292479	anatol (storm) possibly the same as anatolii	anatolii possibly the same as anatol (storm)	possibly the same as	symmetric	entailment
291646	curtis white (cyclist) is a sibling of emma white (cyclist)	emma white (cyclist) is a sibling of curtis white (cyclist)	is a sibling of	symmetric	entailment
124907	passerina (plant) is different from sparrowwort	sparrowwort is different from passerina (plant)	is different from	symmetric	entailment
181741	ibrahim of the ottoman empire is a sibling of ayşe sultan (daughter of ahmed i)	ayşe sultan (daughter of ahmed i) is a sibling of ibrahim of the ottoman empire	is a sibling of	symmetric	entailment
191125	prince bernhard of saxe-weimar-eisenach (1878-1900) is a sibling of william ernest, grand duke of saxe-weimar-eisenach	william ernest, grand duke of saxe-weimar-eisenach is a sibling of prince bernhard of saxe-weimar-eisenach (1878-1900)	is a sibling of	symmetric	entailment
